"race_no","going","rating","winning_odds","actual_weight","on_date_weight","draw","race_class","distance","course","race_location","track","raceday","racemonth","raceyear","finish_time","predtime"
7,"GF",61,15,115,1127,7,"3",1200,"B","HV","Turf",11,2,2015,70.76,70.9156476864196
6,"GF",61,38,114,1129,11,"3",1400,"B+2","ST","Turf",1,3,2015,82.89,81.6087053790633
2,"G",59,4.8,130,1124,6,"4",1200,"C","HV","Turf",18,3,2015,70.69,70.8078897897314
3,"GF",57,33,128,1129,4,"4",1400,"A+3","ST","Turf",7,6,2015,83.53,81.8177904266025
3,"GF",55,43,126,1130,5,"4",1200,"A","HV","Turf",8,7,2015,71.84,70.8028476926
4,"G",52,22,123,1083,9,"4",1650,"A","HV","Turf",7,1,2015,101.64,102.257112218452
4,"G",52,17,127,1087,9,"4",1650,"C+3","HV","Turf",28,1,2015,102.02,103.172873397369
3,"G",51,13,122,1083,1,"4",1650,"B","HV","Turf",11,3,2015,101.58,101.222981901079
4,"GF",50,52,123,1080,10,"4",1650,"B","HV","Turf",15,4,2015,102.17,102.227187933198
5,"G",48,29,119,1087,3,"4",1650,"C+3","HV","Turf",24,6,2015,101.56,102.692268909537
3,"G",45,15,118,1088,2,"4",1650,"B","HV","Turf",16,9,2015,102.86,101.378900577229
3,"GY",44,40,117,1066,5,"4",1650,"A","HV","Turf",7,10,2015,102.22,101.690025802904
5,"G",42,59,114,1077,9,"4",1650,"C","HV","Turf",25,11,2015,103.5,102.576376145323
2,"G",40,32,131,1076,7,"5",1650,"C+3","HV","Turf",2,12,2015,102.73,103.581885573455
1,"G",38,36,131,1075,7,"5",1800,"B","HV","Turf",16,12,2015,113,107.871837606443
4,"G",35,68,126,1080,9,"5",1650,"B","HV","Turf",13,1,2016,104.41,102.925003149207
2,"G",32,85,124,1092,6,"5",1800,"B","HV","Turf",17,2,2016,111.48,108.219387672429
1,"G",30,35,124,1097,7,"5",1800,"C+3","HV","Turf",2,3,2016,111.37,107.929473593965
1,"G",28,26,121,1093,1,"5",1800,"C+3","ST","Turf",13,3,2016,110.07,107.564206449737
2,"G",26,15,120,1072,8,"5",1800,"A","HV","Turf",11,5,2016,110.06,108.315650880277
1,"GF",24,17,112,1057,5,"5",1800,"B","HV","Turf",15,6,2016,111.18,106.889541601018
6,"GF",42,89,114,1037,2,"4",1800,"C+3","ST","Turf",4,1,2015,108.39,107.631181355383
4,"G",40,28,113,1045,5,"4",1800,"B","HV","Turf",14,1,2015,111.87,108.6943025792
2,"GF",38,23,113,1038,9,"4",2000,"B+2","ST","Turf",25,1,2015,124,117.746234582607
1,"GF",36,8.2,130,1038,3,"5",2200,"B","HV","Turf",11,2,2015,138.71,127.52404163638
1,"GF",36,11,129,1046,12,"5",2000,"B+2","ST","Turf",1,3,2015,124.73,118.541657393084
1,"G",34,9.7,127,1038,9,"5",1800,"B","HV","Turf",11,3,2015,112.1,108.101273213742
1,"GD",32,12,125,1042,7,"5",1800,"-","ST","AWT",21,3,2015,108.8,107.125729020599
2,"GF",30,4.6,123,1040,4,"5",2200,"B","HV","Turf",15,4,2015,137.82,127.728795944065
3,"G",28,17,123,1039,11,"5",2200,"C","ST","Turf",16,5,2015,137.4,124.967870270509
4,"GF",28,13,122,1051,11,"5",2000,"B+2","ST","Turf",14,6,2015,124.36,120.666760218732
1,"G",26,11,125,1057,9,"5",2200,"C+3","HV","Turf",24,6,2015,136.49,127.538336437389
1,"GF",31,14,124,1054,3,"5",1800,"B+2","ST","Turf",12,7,2015,108.75,106.372303941353
1,"G",31,19,124,1036,6,"5",1800,"C","HV","Turf",23,9,2015,112.81,106.606088063076
2,"GY",31,23,126,1045,10,"5",1800,"A","HV","Turf",7,10,2015,113.26,108.331477271489
1,"G",30,13,125,1041,3,"5",1800,"A","HV","Turf",1,11,2015,112.14,108.27401063163
3,"G",28,25,121,1036,7,"5",2000,"A+3","ST","Turf",14,11,2015,123.37,119.322634236809
3,"GD",43,40,114,1062,7,"4",1200,"-","ST","AWT",4,1,2015,70.67,71.588659556204
4,"GD",41,57,113,1106,3,"4",1200,"-","ST","AWT",7,2,2015,70.74,72.0104790252055
1,"G",39,15,132,1086,8,"5",1200,"C","HV","Turf",25,2,2015,71.27,71.124325459888
6,"GF",70,23,123,1178,7,"3",1200,"C","HV","Turf",22,4,2015,70.8,70.6316633307716
7,"GF",67,64,123,1159,5,"3",1000,"B","HV","Turf",13,5,2015,57.52,61.0394555765683
5,"GF",65,31,119,1160,11,"3",1200,"B","HV","Turf",10,6,2015,71.14,70.3609422535425
6,"GF",62,79,117,1161,11,"3",1000,"C+3","ST","Turf",27,6,2015,56.61,62.0942005201466
5,"GF",59,47,132,1150,4,"4",1400,"B+2","ST","Turf",12,7,2015,83.13,83.2248444050462
2,"G",51,43,124,1168,8,"4",1200,"A","HV","Turf",9,9,2015,72.36,70.6687859532266
6,"G",49,99,123,1156,10,"4",1400,"A","ST","Turf",28,9,2015,84.62,83.7074799461862
3,"G",46,73,118,1167,12,"4",1200,"B","HV","Turf",14,10,2015,71.3,71.3428845436629
6,"G",44,99,118,1163,6,"4",1400,"C","ST","Turf",29,11,2015,83.66,83.8007387822541
6,"G",41,99,113,1170,10,"4",1400,"C+3","ST","Turf",19,12,2015,84.47,83.9926676295102
1,"G",38,51,131,1165,2,"5",1400,"B+2","ST","Turf",1,1,2016,83.73,82.8313304234028
1,"G",25,30,118,1034,2,"5",1200,"C","HV","Turf",21,1,2015,70.64,71.5844121701389
2,"G",23,21,117,1028,1,"5",1000,"A","HV","Turf",4,2,2015,58.13,64.9713684550915
8,"G",70,26,116,1085,2,"3",1800,"A","HV","Turf",4,2,2015,110.81,107.85082772853
8,"G",71,5.1,124,1093,1,"3",1800,"A","HV","Turf",4,3,2015,110.73,107.769984601768
9,"GF",73,21,126,1094,8,"3",1800,"A","HV","Turf",1,4,2015,109.59,107.525468583067
8,"G",73,23,127,1083,8,"3",1800,"C","ST","Turf",16,5,2015,108.65,107.233408522412
3,"GF",71,54,123,1100,8,"3",2000,"A","ST","Turf",31,5,2015,122.7,118.296664293787
2,"G",58,25,131,1170,2,"4",1200,"B","HV","Turf",14,1,2015,71.61,70.8091268519121
4,"GF",56,30,127,1171,8,"4",1200,"B+2","ST","Turf",1,3,2015,70.89,71.6957786855376
4,"GF",54,40,127,1175,4,"4",1200,"B+2","ST","Turf",7,4,2015,70.68,71.8149937038328
4,"GF",52,74,126,1165,12,"4",1200,"A","ST","Turf",26,4,2015,70.72,72.1287268908256
6,"G",49,69,120,1173,3,"4",1200,"C+3","ST","Turf",24,5,2015,71.46,71.6290811729155
3,"G",46,83,120,1186,8,"4",1200,"C","ST","Turf",21,6,2015,70.64,70.7753834113559
7,"GF",117,40,126,1189,3,"HKG1",1000,"B+2","ST","Turf",25,1,2015,56.39,65.3698070744762
7,"G",117,99,126,1182,2,"HKG1",1200,"A","ST","Turf",15,2,2015,69.74,72.1181024335582
9,"GF",115,34,130,1177,14,"HKG3",1000,"B+2","ST","Turf",7,4,2015,57.63,64.0810300362001
3,"GD",44,8.6,117,1132,3,"4",1650,"-","ST","AWT",8,3,2015,99.67,100.274628965867
4,"FT",43,10,112,1128,4,"4",1650,"-","ST","AWT",25,3,2015,99.43,101.288666604788
2,"GF",41,99,116,1119,14,"4",1400,"A","ST","Turf",26,4,2015,85.36,82.2230997953145
1,"FT",39,15,132,1118,6,"5",1200,"-","ST","AWT",16,5,2015,69.65,71.9776027414899
2,"GD",38,3.7,131,1120,1,"5",1650,"-","ST","AWT",7,6,2015,99.9,100.639044902429
8,"G",66,30,120,1035,9,"3",1650,"B","HV","Turf",14,1,2015,101.54,101.762810270328
7,"G",64,39,119,1036,2,"3",1200,"A","HV","Turf",4,2,2015,71.18,70.6899201835331
8,"G",62,93,113,1036,8,"3",1200,"C","HV","Turf",25,2,2015,70.94,71.2055033478314
6,"G",60,99,112,1036,1,"3",1200,"A","ST","Turf",15,3,2015,70.89,71.4020015860688
4,"FT",58,19,132,1018,11,"4",1650,"-","ST","AWT",25,3,2015,98.09,101.415947704509
6,"WF",64,10,120,1036,9,"3",1650,"-","ST","AWT",9,5,2015,100.7,100.789069277653
8,"GD",64,33,119,1035,7,"3",1800,"-","ST","AWT",7,6,2015,108.77,107.668228817722
5,"GY",64,97,116,1045,7,"3",1600,"C","ST","Turf",21,6,2015,97.91,98.2577000466768
8,"GF",63,86,116,1044,12,"3",1800,"A","HV","Turf",8,7,2015,111.19,107.417849472427
10,"GF",61,99,115,1044,4,"3",1600,"C","ST","Turf",13,9,2015,96.91,97.2341417352616
7,"G",61,99,117,1032,4,"3",1650,"C","HV","Turf",23,9,2015,101.76,101.539750818317
3,"G",59,20,132,1032,2,"4",1600,"C","ST","Turf",10,10,2015,96.43,97.6855574160991
3,"G",57,99,128,1036,7,"4",1200,"C+3","HV","Turf",22,10,2015,71.56,70.4499581555334
4,"GD",55,24,127,1034,14,"4",1800,"-","ST","AWT",18,11,2015,108.97,107.795523906581
5,"GD",53,22,127,1037,7,"4",1650,"-","ST","AWT",9,1,2016,99.89,101.252905296594
4,"GD",51,15,124,1045,12,"4",1650,"-","ST","AWT",6,4,2016,100.03,101.131145271066
2,"WS",49,15,122,1033,12,"4",1650,"-","ST","AWT",14,5,2016,99.48,100.161839160128
4,"GD",47,17,121,1045,7,"4",1650,"-","ST","AWT",26,6,2016,100.8,101.491195003553
3,"G",54,39,127,1090,9,"4",1200,"B","HV","Turf",14,1,2015,71.54,70.9175007181592
2,"G",52,70,120,1097,7,"4",1200,"C+3","HV","Turf",28,1,2015,70.09,70.3372075818679
4,"GF",52,9.3,119,1097,5,"4S",1200,"B","HV","Turf",11,2,2015,70.63,71.3257832243652
5,"G",50,6.3,116,1111,3,"4",1200,"B","HV","Turf",11,3,2015,70.45,71.2327194951561
6,"GF",52,13,126,1088,10,"4",1200,"B","HV","Turf",15,4,2015,70.17,71.2933003042981
2,"GF",52,5.7,126,1091,2,"4",1200,"A","HV","Turf",6,5,2015,70.4,70.5724243279722
5,"GF",51,32,124,1099,11,"4",1200,"A","HV","Turf",3,6,2015,71.35,71.3770456277782
1,"G",22,4.9,109,1106,4,"5",1000,"A","HV","Turf",4,3,2015,57.71,63.1697959867978
1,"FT",24,19,115,1117,10,"5",1200,"-","ST","AWT",25,3,2015,69.36,72.3685486593035
2,"G",24,9.7,116,1123,8,"5",1200,"C","ST","Turf",12,4,2015,71.95,72.7718224513248
1,"G",21,14,114,1106,6,"5",1200,"B","HV","Turf",16,9,2015,72.65,71.4752612143925
8,"G",77,22,131,1162,2,"3",1650,"C+3","HV","Turf",28,1,2015,101.36,101.848825686639
7,"G",78,29,124,1164,5,"3",1650,"C","HV","Turf",18,3,2015,100.97,101.57832347694
8,"GF",78,23,130,1142,3,"3",1650,"B","HV","Turf",15,4,2015,100.73,101.428737212821
7,"YS",76,27,127,1155,1,"3",1650,"C","HV","Turf",20,5,2015,105.83,101.989172338177
6,"GF",74,99,123,1133,6,"3",1600,"A","ST","Turf",31,5,2015,96.66,98.4489508636939
10,"GF",72,99,126,1130,11,"3",1600,"B+2","ST","Turf",14,6,2015,95.18,97.0855775335401
5,"GY",69,99,121,1121,2,"3",1600,"C","ST","Turf",21,6,2015,98.28,98.1407883672707
8,"GY",63,74,117,1130,4,"3",1400,"B+2","ST","Turf",4,10,2015,83.5,81.9775216045767
7,"G",62,73,118,1143,8,"3",1650,"C+3","HV","Turf",22,10,2015,102.36,101.302842015443
4,"Y",60,16,133,1154,11,"4",1650,"A","HV","Turf",9,12,2015,103.24,102.787326661537
4,"G",58,15,132,1161,2,"4",1650,"A","HV","Turf",6,1,2016,102.8,102.089398737706
4,"G",55,79,123,1154,7,"4",1650,"B","HV","Turf",17,2,2016,101.79,102.063370913017
2,"G",52,18,120,1166,4,"4",1650,"C+3","HV","Turf",2,3,2016,100.81,101.374473788933
4,"GY",50,17,122,1152,12,"4",1650,"A","HV","Turf",9,3,2016,102.68,102.403753686128
5,"G",48,22,119,1161,3,"4",1400,"A+3","ST","Turf",28,3,2016,83.78,83.5471689771496
4,"G",45,15,113,1153,4,"4",1650,"B","HV","Turf",20,4,2016,101.49,102.435016374879
7,"G",50,17,121,1147,2,"4",1650,"B","HV","Turf",18,5,2016,100.89,102.068059368183
10,"GF",82,99,113,1055,11,"2",1800,"A+3","ST","Turf",18,1,2015,109.09,106.883747671411
5,"G",80,60,112,1057,9,"2",2000,"A","ST","Turf",15,2,2015,124.08,119.558602811423
8,"G",78,38,129,1039,7,"3",1800,"A","HV","Turf",4,3,2015,111.5,107.953518947385
8,"G",75,99,126,1036,10,"3",1600,"C+3","ST","Turf",21,3,2015,96.46,98.1459230113735
7,"G",72,16,125,1037,2,"3",2200,"C","ST","Turf",12,4,2015,136.07,127.102869636449
4,"G",46,23,120,1165,6,"4",1800,"B","HV","Turf",14,1,2015,112.04,108.019237683101
4,"G",44,64,117,1163,10,"4",1800,"A","HV","Turf",4,2,2015,111.37,107.867240369055
2,"G",43,26,116,1156,8,"4",1800,"A","ST","Turf",15,2,2015,110.93,106.001606033388
6,"G",41,12,112,1142,1,"4",1650,"A","HV","Turf",4,3,2015,102.23,102.26046220712
1,"GY",39,12,133,1131,6,"5",1650,"C","HV","Turf",20,5,2015,102,101.670026444524
2,"GF",37,6.8,130,1133,1,"5",1650,"B","HV","Turf",10,6,2015,101.04,102.37274911564
4,"G",36,13,129,1178,5,"5",1650,"A","HV","Turf",9,9,2015,103.64,102.767178238742
1,"G",36,14,129,1172,12,"5",1800,"C","HV","Turf",23,9,2015,113.44,106.590394382392
2,"GY",34,18,127,1167,4,"5",1800,"A","HV","Turf",7,10,2015,112.21,108.457890021504
8,"G",85,17,133,1049,3,"3",1650,"A","HV","Turf",7,1,2015,101.22,101.584215814037
6,"G",84,17,113,1062,3,"2",1800,"C+3","HV","Turf",28,1,2015,108.73,107.513801864386
9,"G",84,12,117,1045,3,"2",1650,"C","HV","Turf",25,2,2015,100.52,101.25503924816
6,"G",84,15,114,1045,3,"2",1800,"C","HV","Turf",18,3,2015,109.55,107.602104849708
5,"GF",82,20,114,1040,7,"2",1650,"A","HV","Turf",1,4,2015,101.1,101.719494174449
8,"GF",80,6.2,133,1047,8,"3",1650,"B","HV","Turf",13,5,2015,100.85,101.492060166627
7,"GF",78,19,131,1054,10,"3",1650,"A","HV","Turf",3,6,2015,101.58,101.339161283423
6,"G",73,43,127,1040,4,"3",1650,"B","HV","Turf",14,10,2015,101.58,101.88626254796
5,"G",72,54,126,1026,8,"3",1650,"C+3","HV","Turf",22,10,2015,102.92,101.431452564367
6,"G",70,38,123,1042,11,"3",1650,"C","HV","Turf",25,11,2015,102.41,101.851666870524
6,"G",68,9.8,121,1049,1,"3",1650,"B","HV","Turf",17,2,2016,102.91,101.888467678609
1,"G",27,6.4,120,1080,3,"5",1200,"C","HV","Turf",21,1,2015,70.09,71.3066275195268
2,"G",26,7.2,117,1068,2,"5",1000,"A","HV","Turf",4,2,2015,57.78,64.801773737049
2,"G",31,31,122,1077,1,"5",1400,"A+3","ST","Turf",21,2,2015,84.4,83.7471462564581
2,"G",31,71,122,1082,12,"5",1200,"A+3","ST","Turf",29,3,2015,71.33,73.7636986762838
1,"GD",37,16,130,1102,4,"5",1200,"-","ST","AWT",10,1,2015,69.41,71.6536458753831
3,"G",42,32,117,1104,11,"4",1400,"A","ST","Turf",15,2,2015,84.06,82.5051488400001
4,"GF",42,72,106,1104,11,"4",1400,"C+3","ST","Turf",8,3,2015,84.03,83.4000522319003
4,"GF",42,92,115,1081,5,"4",1200,"A","HV","Turf",1,4,2015,69.99,72.0933647172191
2,"GF",41,55,113,1085,9,"4",1200,"C","HV","Turf",22,4,2015,70.14,70.767852254104
5,"GF",42,8.4,114,1091,1,"4",1200,"A","HV","Turf",6,5,2015,71.25,71.4466352561922
7,"G",42,56,115,1101,5,"4",1400,"C+3","ST","Turf",24,5,2015,82.82,83.8525412369575
3,"GD",56,10,129,1243,11,"4",1200,"-","ST","AWT",4,1,2015,70.18,70.836148842917
3,"FT",55,28,128,1248,7,"4",1200,"-","ST","AWT",25,1,2015,75.1,71.0765561213403
4,"GD",54,27,127,1250,5,"4",1200,"-","ST","AWT",21,3,2015,70.04,71.5539371334362
3,"GF",52,26,126,1238,5,"4",1000,"C+3","HV","Turf",29,4,2015,59.27,61.0203869137766
3,"GD",50,22,123,1238,4,"4",1200,"-","ST","AWT",27,5,2015,70.91,71.1218355465343
4,"GD",48,15,122,1237,2,"4",1200,"-","ST","AWT",27,6,2015,73.54,71.7556639168392
6,"G",91,14,117,1148,7,"2",1200,"C","HV","Turf",21,1,2015,69.9,70.6476205889929
8,"GF",90,18,119,1157,3,"2",1200,"B","HV","Turf",11,2,2015,70.22,70.3538103546945
9,"G",88,23,121,1124,4,"2",1200,"B","HV","Turf",11,3,2015,69.76,70.652644685759
8,"GF",94,12,129,1161,8,"2",1200,"C","HV","Turf",22,4,2015,70.16,70.5359195808764
10,"WF",94,74,115,1154,1,"1",1200,"-","ST","AWT",16,5,2015,70.41,71.1496022224449
8,"GF",94,23,129,1169,3,"2",1200,"B","HV","Turf",10,6,2015,70.12,70.4534416416442
7,"GY",93,21,128,1149,2,"2",1200,"A","HV","Turf",7,10,2015,70.63,70.8925189050133
8,"GD",93,99,121,1144,12,"2",1200,"-","ST","AWT",18,10,2015,70.49,70.7263059648576
8,"G",91,99,112,1142,8,"1",1400,"A+3","ST","Turf",14,11,2015,82.8,81.9125107216938
7,"GY",89,14,126,1141,1,"2",1200,"C","HV","Turf",20,1,2016,71.21,71.1358334062824
9,"G",87,37,119,1152,7,"2",1200,"A","HV","Turf",3,2,2016,70.72,70.5320781966413
8,"G",85,36,133,1151,8,"3",1000,"B","HV","Turf",17,2,2016,58.41,61.2824213392251
7,"GY",83,28,114,1167,8,"2",1200,"A","HV","Turf",9,3,2016,70.58,70.8225705913793
6,"GD",81,29,120,1161,4,"2",1200,"-","ST","AWT",6,4,2016,71.13,70.4294558203468
8,"G",79,29,130,1158,8,"3",1200,"B","HV","Turf",20,4,2016,70.41,70.7341540669334
5,"G",78,24,131,1164,9,"3",1200,"A","HV","Turf",11,5,2016,69.98,70.3302338674642
8,"G",83,16,114,1158,2,"2",1200,"A","HV","Turf",6,7,2016,71.06,70.6430310300289
1,"G",38,27,130,1137,9,"5",1650,"A","HV","Turf",7,1,2015,103.45,102.741717508788
1,"G",36,19,129,1135,3,"5",1650,"C+3","HV","Turf",28,1,2015,102.43,103.329390811552
4,"GF",34,10,128,1115,5,"5",1650,"C+3","HV","Turf",29,4,2015,103.28,103.540745359348
1,"GD",31,65,119,1127,8,"5",1650,"-","ST","AWT",9,5,2015,102.26,100.409852313201
9,"GF",73,31,128,1206,5,"3",1600,"A","ST","Turf",10,1,2015,95.83,97.1905112701048
8,"G",74,6.3,130,1210,1,"3",1650,"C+3","HV","Turf",28,1,2015,101.79,101.676044710774
10,"G",74,66,128,1191,13,"3",1600,"A+3","ST","Turf",21,2,2015,96.71,97.447239068313
5,"G",72,99,126,1216,12,"3",1800,"A","ST","Turf",15,3,2015,111.06,106.155438239577
8,"GF",70,99,122,1213,12,"3",1600,"B+2","ST","Turf",7,4,2015,96.84,97.6191257350209
9,"GF",68,70,122,1216,2,"3",1600,"C+3","ST","Turf",19,4,2015,95.66,97.2672574367766
7,"GF",65,99,116,1205,14,"3",1600,"A+3","ST","Turf",3,5,2015,97.21,97.8613617173353
8,"G",62,99,114,1202,2,"3",1800,"C","ST","Turf",16,5,2015,109.01,107.386808754679
2,"GD",59,52,130,1203,11,"4",1650,"-","ST","AWT",27,5,2015,101.26,100.1730103422
1,"G",34,49,125,1115,4,"5",1800,"B","HV","Turf",11,3,2015,112.48,107.983834175617
1,"G",34,31,128,1114,4,"5",1800,"A","HV","Turf",6,5,2015,111.5,108.100096144861
1,"GF",31,76,125,1123,10,"5",1600,"A","ST","Turf",31,5,2015,97.01,98.3593539519256
2,"GF",28,67,119,1102,2,"5",1600,"A+3","ST","Turf",5,7,2015,96.19,97.6002684587329
1,"GF",24,45,120,1111,4,"5",1400,"C+3","ST","Turf",19,9,2015,84,82.6108750500112
1,"G",24,15,118,1104,11,"5",1400,"A+3","ST","Turf",1,10,2015,83.99,82.4638692476438
1,"GF",22,6.3,115,1110,4,"5",1600,"A","ST","Turf",25,10,2015,96.1,97.9996171624807
3,"G",20,32,113,1094,9,"5",1650,"B","HV","Turf",11,11,2015,101.55,103.69804339923
4,"G",20,15,114,1106,3,"5",1800,"C","HV","Turf",25,11,2015,112.11,109.169290671944
1,"GY",26,20,120,1119,5,"5",1650,"A","HV","Turf",9,12,2015,102.1,102.722009107862
3,"GD",43,54,114,1216,6,"4",1200,"-","ST","AWT",4,1,2015,70.27,71.7397055159018
2,"GD",41,99,112,1222,12,"4",1650,"-","ST","AWT",10,1,2015,100.62,99.2646613844507
1,"GF",39,8.2,132,1210,11,"5",1400,"C","ST","Turf",1,2,2015,83.69,82.3793531091661
1,"FT",36,5,129,1238,9,"5",1200,"-","ST","AWT",25,3,2015,70.75,72.0191756925755
1,"GF",33,61,127,1238,12,"5",1200,"C+3","HV","Turf",29,4,2015,70.77,71.4418641777116
1,"GD",30,16,125,1236,7,"5",1200,"-","ST","AWT",27,6,2015,69.91,72.344599414299
1,"G",40,10,133,1041,4,"5",1650,"C+3","HV","Turf",28,1,2015,102.09,102.912923613762
2,"G",38,19,124,1044,6,"5",1400,"A+3","ST","Turf",21,2,2015,83.39,83.4808979256067
1,"GD",37,66,128,1061,12,"5",1650,"-","ST","AWT",8,3,2015,104.64,100.447405963448
1,"G",35,12,123,1052,7,"5",1600,"A+3","ST","Turf",29,3,2015,96.6,98.6126637517251
1,"G",34,11,128,1051,9,"5",1800,"A","HV","Turf",6,5,2015,110.75,108.152869322931
1,"GF",32,11,116,1055,2,"5",1600,"A","ST","Turf",31,5,2015,96.58,98.2448670614347
8,"GF",109,99,126,1230,9,"G1",1600,"B+2","ST","Turf",25,1,2015,94.24,100.644585154717
8,"G",109,6.1,133,1230,4,"1",1400,"A+3","ST","Turf",21,2,2015,82.92,81.4043165961534
7,"G",114,56,126,1237,1,"G1",1400,"A","ST","Turf",15,3,2015,81.98,84.7219286718221
7,"GF",114,48,123,1204,1,"HKG2",1600,"B+2","ST","Turf",7,4,2015,94.32,97.3689315258915
8,"GF",114,83,126,1217,3,"G1",1600,"A+3","ST","Turf",3,5,2015,95.77,100.365887893002
11,"Y",115,18,128,1223,6,"1",1600,"C+3","ST","Turf",24,5,2015,96.47,97.6241841545611
8,"GF",115,20,128,1217,4,"HKG3",1400,"B+2","ST","Turf",14,6,2015,81.52,81.0858381608089
10,"GF",90,99,123,1120,12,"2",1600,"C+3","ST","Turf",4,1,2015,96.26,97.2754725638572
8,"G",88,99,125,1125,5,"2",1650,"C","HV","Turf",21,1,2015,101.39,101.403311663339
6,"G",85,99,114,1102,9,"2",1800,"C+3","HV","Turf",28,1,2015,109.36,107.468942291557
9,"G",82,99,115,1119,11,"2",1650,"C","HV","Turf",25,2,2015,101.98,101.213694746124
9,"GD",79,99,130,1116,8,"3",1650,"-","ST","AWT",12,4,2015,101.56,100.146779913767
5,"GF",77,99,133,1103,12,"3",1800,"A","ST","Turf",26,4,2015,109.26,106.525889918873
6,"GF",79,19,133,1104,11,"3",1600,"A","ST","Turf",31,5,2015,97.65,98.5604043802513
6,"G",79,29,133,1098,2,"3S",1650,"C+3","HV","Turf",24,6,2015,103.44,102.047661467507
9,"G",75,99,129,1110,10,"3",1600,"C","ST","Turf",29,11,2015,96.7,97.7578946565892
9,"G",73,99,117,1114,3,"3",1600,"C+3","ST","Turf",19,12,2015,97.25,97.8695767584483
10,"G",70,99,123,1108,12,"3",1600,"B+2","ST","Turf",1,1,2016,96.42,97.4206238301166
8,"GD",67,99,118,1110,9,"3",1650,"-","ST","AWT",9,1,2016,101.24,100.519621075148
4,"G",63,99,114,1135,10,"3",1600,"B+2","ST","Turf",6,2,2016,95.79,97.5940706799666
10,"G",60,99,110,1128,14,"3",1600,"A","ST","Turf",21,2,2016,96.63,97.766261978019
5,"G",57,99,128,1125,8,"4",1600,"C+3","ST","Turf",13,3,2016,96.34,98.8319894579577
1,"G",53,89,124,1129,11,"4",1400,"B+2","ST","Turf",3,4,2016,83.6,82.4007506193643
3,"G",49,54,120,1134,3,"4",1400,"C+3","ST","Turf",14,5,2016,83.38,82.3643981964861
4,"GF",49,37,121,1143,7,"4",1600,"C+3","ST","Turf",19,6,2016,95.2,98.566467486012
5,"GF",46,53,117,1133,5,"4",1400,"C+3","ST","Turf",18,9,2016,82.54,83.3723240478338
2,"GF",46,15,117,1131,10,"4",1600,"A","ST","Turf",25,9,2016,95.47,97.2825092173761
1,"GF",24,3,118,1192,1,"5",1800,"C","ST","Turf",1,1,2015,109.38,106.049783491455
2,"GF",24,6.8,118,1165,5,"5",1600,"C+3","ST","Turf",4,1,2015,97.06,97.8945269417553
4,"GF",23,26,117,1179,14,"5",1800,"C","ST","Turf",1,2,2015,109.96,107.644379507608
1,"GD",21,99,112,1189,13,"5",1650,"-","ST","AWT",8,3,2015,100.13,100.001704683051
1,"GD",20,13,111,1192,5,"5",1800,"-","ST","AWT",21,3,2015,109.26,106.595179102097
3,"GD",19,33,104,1197,14,"5",1650,"-","ST","AWT",12,4,2015,102.69,100.831545545
1,"GD",26,12,109,1182,4,"5",1650,"-","ST","AWT",9,5,2015,99.66,99.9169819026959
1,"GD",26,12,121,1192,4,"5",1800,"-","ST","AWT",27,5,2015,110.09,106.795766749381
2,"GD",26,12,119,1149,10,"5",1650,"-","ST","AWT",7,6,2015,100.58,100.468950980051
4,"GD",25,26,118,1154,6,"5",1800,"-","ST","AWT",1,7,2015,109.51,108.12328097591
2,"GF",25,32,118,1133,1,"5",1600,"A+3","ST","Turf",5,7,2015,95.52,97.5983427146282
4,"G",25,25,118,1175,6,"5",1400,"B","ST","Turf",6,9,2015,84.16,84.0255858060467
4,"GD",25,19,118,1182,12,"5",1650,"-","ST","AWT",19,9,2015,102.89,101.422319590967
4,"G",23,32,117,1182,9,"5",1600,"A","ST","Turf",28,9,2015,97.41,98.9439658062649
1,"GF",22,35,115,1174,11,"5",1600,"A","ST","Turf",25,10,2015,97.4,98.0663453565086
2,"G",20,57,111,1192,11,"5",1650,"C+3","HV","Turf",2,12,2015,102.64,103.950926136732
2,"G",18,57,106,1184,8,"5",1600,"A+3","ST","Turf",27,12,2015,97.8,98.9875290777658
2,"GD",15,43,115,1183,8,"5",1650,"-","ST","AWT",9,1,2016,99.97,100.501913796618
1,"GD",20,12,114,1171,6,"5",1650,"-","ST","AWT",6,3,2016,100.68,100.085409824765
1,"G",20,43,114,1163,6,"5",1650,"C+3","HV","Turf",4,5,2016,103.21,103.021239626713
2,"WF",18,27,114,1161,13,"5",1650,"-","ST","AWT",12,6,2016,101.75,100.395534084868
5,"GF",54,21,128,1089,9,"4",1400,"A","ST","Turf",10,1,2015,83.89,83.1746147858586
4,"GF",52,22,126,1096,2,"4",1400,"C+3","ST","Turf",8,3,2015,82.66,82.9228150588262
2,"FT",53,29,121,1095,8,"4",1800,"-","ST","AWT",25,3,2015,107.95,106.484336571041
3,"GF",55,7.7,128,1084,2,"4",1400,"B+2","ST","Turf",7,4,2015,83.53,81.8266911545638
3,"GF",55,12,118,1093,13,"4",1400,"B+2","ST","Turf",9,5,2015,82.69,81.8309197110457
1,"GF",55,15,123,1075,10,"4S",1650,"B","HV","Turf",13,5,2015,99.83,100.707895223983
6,"GF",53,32,126,1092,12,"4",1600,"A+3","ST","Turf",7,6,2015,96.13,98.7059355242186
4,"GD",51,25,120,1081,6,"4",1200,"-","ST","AWT",27,6,2015,69.8,71.7591723273946
